ra_deg	dec_deg	v_mag	b_v
302.79974	-36.10121	5.32	0.868
302.82619	-0.82146	3.24	-0.066
302.83757	21.87494	6.24	-0.048
302.89548	62.07854	5.70	0.530
302.94989	26.80899	5.51	1.397
302.99125	-12.39240	6.34	1.209
303.00292	26.47881	5.91	-0.107
303.09934	-42.78006	6.20	1.228
303.10779	-12.61750	5.84	0.476
303.13216	51.46357	6.01	1.139
303.14635	0.86705	6.25	0.042
303.26840	-0.33080	6.47	1.532
303.30784	-1.00934	5.44	1.430
303.32522	46.81568	4.80	0.100
303.34944	56.56772	4.28	0.114
303.36507	60.64057	5.81	1.476
303.38490	-47.71323	6.47	1.249
303.40794	46.74133	3.80	1.270
303.42839	43.37901	6.13	1.489
303.52033	36.60488	6.47	-0.014
303.56054	28.69482	5.19	0.191
303.56925	15.19761	4.94	0.072
303.57928	-52.44577	5.65	1.497
303.61211	-63.41579	6.09	0.308
303.63347	36.80630	4.93	0.151
303.81623	25.59196	4.79	-0.181
303.82246	-27.03298	5.73	0.878
303.84904	33.72908	5.70	0.926
303.86801	47.71421	3.96	1.451
303.87600	23.50891	5.18	1.016
303.93021	50.23290	6.36	0.096
303.94223	27.81424	4.50	1.258
303.96087	-30.00528	6.30	1.513
304.00256	45.57953	5.87	0.447
304.01429	38.89801	6.28	0.006
304.02502	4.58080	6.44	0.867
304.08245	21.59870	6.11	1.039
304.09502	-12.33712	6.30	0.005
304.09838	-36.45357	6.30	1.467
304.11731	37.05640	6.47	-0.097
304.19619	24.67110	5.30	0.951
304.23036	40.36508	5.27	1.650
304.37107	42.72206	6.32	1.632
304.38053	66.85369	5.91	0.602
304.38138	29.14756	6.24	1.010
304.41196	-12.50821	4.30	0.928
304.44667	38.03293	4.77	0.377
304.50582	-21.80996	5.86	1.002
304.51356	-12.54485	3.58	0.883
304.52912	40.73208	5.83	0.073
304.60313	55.39709	5.76	0.118
304.61940	36.99980	5.58	0.056
304.66279	34.98278	5.14	0.660
304.70695	46.32219	6.46	-0.123
304.73324	-47.71077	6.28	1.657
304.73974	39.00418	6.35	1.871
304.76250	-63.23074	6.27	1.045
304.82437	-47.58029	6.13	0.469
304.84835	-19.11853	5.28	1.394
304.87207	13.21677	6.20	1.648
304.90299	62.25747	5.71	-0.043
304.93027	-1.07851	6.05	1.093
304.98351	46.83732	6.49	-0.084
305.00079	13.54809	5.96	0.299
305.02505	68.88032	5.59	1.472
305.06341	39.40323	6.22	0.060
305.08552	14.56926	6.17	0.926
305.08919	17.79293	5.82	1.500
305.12767	53.59568	6.23	1.547
305.13465	-55.05088	6.27	1.617
305.16590	-12.75908	4.77	-0.047
305.19395	-14.78489	6.09	-0.016
305.21624	-35.67368	6.46	1.311
305.25282	-14.78137	3.05	0.790
305.29802	63.98012	5.69	1.561
305.36772	-66.74969	6.49	0.505
305.42098	-49.99942	6.26	0.549
305.51274	41.13214	6.38	1.016
305.51429	24.44610	5.50	-0.090
305.52237	45.79499	5.58	1.077
305.55709	40.25668	2.23	0.673
305.61461	-42.04955	5.60	0.002
305.65545	31.26497	6.09	1.363
305.68873	41.02601	5.95	1.632
305.71821	14.55110	6.16	0.498
305.73139	42.98354	6.20	0.957
305.75330	-9.65471	6.29	0.913
305.79456	5.34299	5.30	0.983
305.93487	37.47645	5.87	-0.173
305.96509	32.19017	4.43	1.331
305.97158	-42.42287	5.64	0.201
306.13485	53.55193	6.49	-0.025
306.15624	1.06841	6.14	-0.036
306.17399	1.36856	6.41	1.605
306.22883	-83.31062	6.15	0.203
306.27086	59.60010	6.44	0.094
306.36178	-28.66327	5.86	1.101
306.41191	-56.73509	1.94	-0.118
306.41887	21.40964	5.68	0.921
306.42719	-2.80038	6.10	1.193
306.43381	10.05600	6.32	1.571
306.44970	-40.79618	6.08	1.364
306.50487	19.86549	6.45	1.037
306.50666	13.91161	6.35	1.453
306.59648	17.31556	6.23	1.005
306.59781	56.63870	6.38	0.018
306.72062	-37.40290	6.24	0.961
306.75945	49.38337	5.73	0.339
306.78239	34.32907	6.39	0.480
306.80912	20.47649	6.44	1.030
306.83004	-18.21172	5.08	-0.049
306.89274	38.44033	5.63	0.072
307.03142	8.43745	6.23	1.074
307.06078	81.42271	5.38	1.010
307.06996	2.93716	6.20	0.899
307.10377	-3.35779	6.12	-0.049
307.18162	-15.74150	6.41	0.999
307.19474	-35.59586	6.09	-0.094
307.21506	-17.81369	4.77	0.386
307.26225	83.62542	6.19	0.163
307.33496	36.45473	5.90	0.407
307.34890	30.36856	4.01	0.404
307.36296	56.06819	5.89	-0.052
307.36486	81.09128	5.96	0.942
307.38059	-22.39157	6.13	1.543
307.39535	62.99410	4.21	0.199
307.41250	-2.88553	4.91	1.160
307.47461	-18.58318	5.94	0.062
307.49976	45.92856	6.43	1.137
307.50299	72.53170	6.23	1.353
307.51475	48.95157	4.94	-0.087
307.57484	10.89592	6.03	-0.019
307.73668	-29.11267	6.35	0.227
307.74231	20.60615	6.21	0.138
307.74679	36.93584	6.21	0.969
307.76795	-15.05617	6.10	0.797
307.82840	49.22030	5.44	1.566
307.83813	52.30953	6.20	1.018
307.87672	74.95462	5.18	0.100
307.90110	34.33037	6.47	0.422
307.94377	56.77986	6.14	1.431
307.99256	25.80498	6.37	0.281
308.08505	2.13281	6.47	1.514
308.09873	-9.85338	5.66	0.689
308.21815	-24.94383	6.35	0.001
308.30321	11.30326	4.03	-0.123
308.32352	-80.96486	5.76	1.122
308.47578	35.25085	4.61	1.593
308.47852	46.69387	5.78	-0.140
308.47947	-44.51605	5.12	0.999
308.48768	13.02725	5.39	0.093
308.49969	4.89866	6.42	1.016
308.54160	20.98519	6.49	-0.138
308.54874	-13.72109	6.11	0.543
308.69746	-30.47347	6.42	-0.075
308.71001	51.85422	6.19	0.318
308.73115	-38.08989	6.45	0.264
308.77613	-71.18878	6.41	1.305
308.82723	14.67421	4.64	0.120
308.88441	-16.52588	6.19	0.218
308.89521	-60.58175	4.75	0.291
308.94920	-44.33761	6.36	0.958
308.96550	-69.61059	6.09	1.293
309.03474	25.88265	6.40	0.158
309.15975	-63.12096	6.34	0.413
309.18180	-2.54996	4.91	1.606
309.26947	26.46195	5.59	-0.050
309.32659	0.09698	6.21	-0.076
309.34827	38.32867	6.21	1.011
309.38241	31.57254	6.32	-0.089
309.38725	14.59509	3.64	0.425
309.39180	-47.29150	3.11	0.998
309.39713	-61.52992	4.86	0.447
309.45467	11.37768	5.42	0.050
309.46762	-25.10922	6.38	0.328
309.47804	18.26858	6.22	1.162
309.57753	-81.28906	5.89	1.692
309.58451	-1.10512	4.31	0.949
309.63058	21.20117	4.81	-0.030
309.63298	24.11596	5.06	-0.133
309.64580	23.68049	5.91	0.953
309.68328	13.31512	5.69	1.509
309.74799	30.33427	5.68	1.088
309.75076	56.00485	6.45	0.403
309.77070	15.83820	5.99	-0.145
309.77443	-4.92949	6.46	1.016
309.78243	10.08620	5.07	0.702
309.79437	21.81744	6.08	-0.043
309.80521	-2.41298	6.23	-0.090
309.81799	-14.95476	5.24	-0.129
309.85371	0.48644	5.15	1.060
309.88882	40.57966	6.07	-0.134
309.90953	15.91207	3.77	-0.057
309.96567	-62.90780	6.22	1.099
309.96615	11.24965	6.39	0.559
310.01099	-60.54889	5.11	0.544
310.01227	-18.13866	5.15	1.647
310.01317	43.45888	5.97	1.186
310.04898	-23.77387	6.36	0.719
310.07456	60.50526	6.02	0.443
310.08262	-33.43184	5.47	1.118
310.13549	-16.12418	5.79	0.997
310.15116	29.80555	6.02	0.163
310.18809	19.93554	6.43	0.611
310.23177	-42.39669	6.25	0.934
310.26059	32.30729	5.53	0.871
310.31754	14.58288	6.01	1.235
310.34858	-31.59829	5.75	1.551
310.35109	-25.99991	6.29	1.224
310.35277	-42.13378	6.28	1.584
310.35798	45.28034	1.25	0.092
310.48542	41.71687	5.68	-0.107
310.48782	-66.76068	5.14	-0.061
310.49236	17.52149	6.24	0.942
310.51245	-76.18059	5.99	0.450
310.55262	50.34003	5.41	-0.107
310.64682	82.53116	5.75	0.000
310.66536	60.60132	6.17	0.034
310.72067	-39.55883	6.30	1.073
310.79592	66.65745	5.59	0.218
310.80701	57.11400	6.34	0.282
310.85080	35.58780	6.48	1.251
310.86472	15.07458	4.43	0.302
311.00972	-51.92097	4.51	0.278
311.09188	56.48840	5.91	1.643
311.21877	25.27062	4.92	1.183
311.23956	-66.20321	3.42	0.163
311.32240	61.83878	3.41	0.912
311.33803	57.57973	4.52	0.535
311.41564	30.71972	4.22	1.051
311.52389	-25.27090	4.13	0.426
311.54162	-21.51403	5.91	0.066
311.55284	33.97026	2.48	1.021
311.57753	-36.12015	6.49	0.433
311.58360	-39.19926	5.48	-0.078
311.58835	52.99530	6.34	1.131
311.66080	46.53169	6.30	0.064
311.66193	16.12413	5.15	0.495
311.66459	16.12430	4.27	1.042
311.76484	-2.48691	6.28	1.558
311.79480	34.37412	4.93	1.294
311.83654	45.57993	6.41	1.606
311.85224	36.49072	4.53	-0.083
311.88940	80.55226	5.36	1.144
311.91896	-9.49578	3.78	0.000
311.93432	-5.02770	4.43	1.639
311.94949	3.30647	6.38	-0.013
311.95139	6.00821	5.57	-0.010
311.95536	47.83187	5.60	1.466
311.97067	52.40717	6.29	0.883
312.07681	-44.19683	6.47	1.161
312.12143	-43.98854	5.11	0.361
312.17810	51.91033	6.26	-0.071
312.23455	46.11413	4.81	0.571
312.32182	-0.56334	6.24	1.401
312.32246	64.04226	6.45	0.025
312.32339	-25.78124	5.86	-0.069
312.32571	-68.77652	5.41	1.122
312.33559	-18.03585	6.20	1.402
312.37067	-46.22683	4.90	1.494
312.40737	12.54513	6.01	0.420
312.45108	7.86419	6.32	0.019
312.47769	46.66134	6.33	-0.066
312.49201	-33.77972	4.89	1.004
312.49624	5.54456	6.20	0.986
312.52055	44.05930	5.06	0.198
312.67407	-12.54491	5.87	1.075
312.69645	-32.05460	6.42	1.513
312.75316	-37.91333	5.52	1.380
312.85728	-5.62663	5.99	0.464
312.86766	28.25051	5.66	0.616
312.87521	-51.60818	5.06	1.125
312.91045	-62.42934	5.67	0.203
312.95538	-26.91913	4.12	1.633
312.99484	-33.17797	6.06	0.029
313.00162	32.84889	6.42	-0.138
313.03199	27.09698	4.56	0.835
313.03622	-5.50706	5.55	-0.076
313.16347	-8.98332	4.73	0.325
313.25481	-23.78320	6.32	0.876
313.27332	-11.57366	6.38	0.661
313.28070	29.64910	6.36	1.085
313.31148	44.38726	4.80	-0.134
313.32736	45.18167	5.48	1.088
313.35400	-30.71895	6.35	1.100
313.41744	-39.80986	5.34	1.318
313.47455	33.43789	5.47	1.522
313.49328	-6.88946	6.44	0.361
313.52737	-27.92524	6.41	1.634
313.64016	28.05762	5.03	1.481
313.64628	-50.72734	6.23	-0.098
313.68479	75.92557	5.99	0.946
313.69923	-17.92289	5.78	1.122
313.70251	-58.45415	3.67	1.250
313.90287	13.72154	5.19	1.119
313.91072	12.56856	5.54	0.131
313.91949	4.53272	6.04	0.824
313.95751	47.41766	5.68	0.408
314.07088	56.88752	6.23	-0.172
314.10615	50.72860	5.83	0.337
314.10791	49.19585	5.92	1.054
314.14491	44.92472	5.96	0.020
314.19722	-26.29638	5.70	0.507
314.22512	-9.69754	5.49	1.474
314.29341	41.16714	3.94	0.027
314.29407	0.46378	6.06	1.217
314.41935	-16.03154	5.89	0.180
314.56813	22.32591	5.30	1.419
314.58110	44.47171	5.55	0.973
314.60806	10.83929	5.51	0.934
314.62514	50.46179	5.59	-0.144
314.62897	41.93992	6.17	-0.079
314.67433	-14.48313	5.95	0.244
314.76865	4.29348	5.30	0.464
314.77129	4.29461	5.24	0.457
314.85258	42.32447	6.47	-0.077
314.85577	59.43859	5.54	1.411
314.90058	-19.03528	6.26	-0.110
314.95649	47.52095	4.74	-0.084
314.99872	-36.12964	6.10	0.400
315.01659	7.51620	5.98	0.283
315.08951	-51.26531	5.76	0.480
315.11536	19.32958	5.69	1.588
315.14100	-4.73026	6.21	0.635
315.18093	-53.73907	6.26	1.563
315.21569	-17.53090	6.07	1.267
315.29553	46.15577	5.38	-0.206
315.30360	36.02601	6.01	0.994
315.32275	-32.25777	4.67	0.890
315.36669	-68.20959	6.36	0.101
315.43867	-26.88099	6.04	0.073
315.53753	56.66961	5.83	-0.058
315.60083	44.79098	6.18	1.687
315.61320	-38.53097	5.93	1.106
315.74147	-38.63145	5.32	0.424
315.75748	14.73003	6.33	1.680
315.76260	1.53206	6.24	0.479
315.77017	38.65741	6.10	1.011
315.79245	-27.73159	6.25	0.945
315.85871	50.35191	6.37	0.986
315.93111	46.86315	6.32	0.259
315.94844	53.28590	5.93	1.001
315.96723	41.62817	6.34	0.390
316.01969	-5.82307	5.53	0.683
316.10125	-19.85499	4.82	0.169
316.14438	5.50286	5.63	1.650
316.17350	2.94227	6.41	1.051
316.17944	-77.02377	5.13	0.490
316.18906	2.26977	6.34	0.965
316.23276	43.92785	3.72	1.609
316.30937	-54.72704	5.17	1.201
316.36133	5.95820	5.94	0.538
316.37194	78.12639	5.91	-0.065
316.48678	-17.23286	4.08	-0.010
316.50477	-30.12512	5.69	1.047
316.59710	71.43180	5.88	0.386
316.59783	26.92436	6.13	1.026
316.60282	-32.34162	5.20	1.104
316.60633	-41.38597	5.55	1.350
316.62602	31.18466	5.77	0.554
316.65039	47.64840	4.56	1.569
316.66601	3.80312	6.48	0.880
316.72476	38.74941	5.20	1.069
316.73027	38.74205	6.05	1.309
316.78195	-25.00585	4.49	1.604
316.89018	15.65866	6.27	1.008
316.93553	-45.37947	6.45	0.245
316.93623	-17.45590	6.18	-0.035
317.11725	6.98936	6.14	1.669
317.13624	-63.92826	5.75	1.180
317.14010	-21.19367	5.30	0.000
317.16204	30.20564	5.60	-0.048
317.19519	-88.95650	5.45	0.283
317.34353	-73.17297	5.67	0.590
317.34306	-36.70594	6.47	0.520
317.38750	-20.55666	6.25	0.385
317.39853	-11.37169	4.50	0.926
317.49278	2.94368	6.44	0.375
317.56489	53.56310	5.75	-0.111
317.58542	10.13158	4.70	0.262
317.62899	47.69222	6.46	0.007
317.63048	10.04892	6.07	0.022
317.69558	-9.35407	6.27	1.161
317.83722	-72.54435	6.18	1.087
317.92224	-14.47238	6.47	0.316
317.95099	59.98661	5.64	0.110
318.05713	-40.26936	5.83	0.450
318.23411	30.22692	3.21	0.990
318.26279	-39.42492	5.25	0.460
318.32222	-27.61933	5.41	1.425
318.32901	-36.42353	5.97	0.967
318.33546	-70.12627	5.06	1.578
318.33993	81.23097	6.12	0.092
318.36011	36.63326	6.07	0.223
318.36995	15.98240	6.27	0.238
318.42701	64.40395	6.38	0.625
318.54285	29.90096	6.18	1.105
318.62006	10.00698	4.47	0.529
318.65437	0.09226	6.38	1.574
318.69788	38.04532	3.74	0.393
318.77758	-17.34514	6.05	0.978
318.80995	-40.50607	6.20	1.138
318.90490	47.97400	6.45	-0.129
318.90792	-20.65170	5.17	1.161
318.92688	77.01230	5.92	1.531
318.93684	-15.17150	5.31	1.639
318.94113	-53.26308	5.73	0.191
318.94494	-36.21071	6.13	1.380
318.95597	5.24784	3.92	0.549
319.07137	44.23822	6.36	0.979
319.07406	-9.21466	6.45	1.612
319.12341	42.25179	6.23	1.251
319.16446	-1.60776	6.48	0.981
319.25855	53.99769	6.12	0.049
319.30640	-13.27899	6.41	0.035
319.30936	55.79800	6.00	1.447
319.32830	58.61148	6.42	0.194
319.34660	42.68357	6.17	-0.094
319.35397	39.39468	4.22	0.098
319.47948	34.89690	4.41	-0.103
319.48452	-32.17254	4.71	0.070
319.48869	-17.98514	5.40	-0.118
319.50204	-64.68158	6.32	-0.064
319.54614	-4.51948	5.83	-0.130
319.61327	43.94594	5.04	-0.061
319.63511	61.18439	6.43	1.543
319.64488	62.58557	2.45	0.257
319.71677	11.20337	5.97	1.612
319.72575	-28.76582	6.40	0.966
319.73054	41.04052	6.15	0.257
319.81537	58.62350	5.51	1.114
319.84242	38.23747	5.89	0.505
319.84258	64.87186	5.19	-0.045
319.86979	49.51029	5.75	-0.119
319.96662	-53.44943	4.39	0.191
320.03951	-45.02189	6.15	2.387
320.05864	22.02619	6.29	-0.106
320.13936	60.75641	6.11	1.005
320.19018	-40.80947	4.80	0.029
320.20855	32.45222	6.45	0.802
320.25593	40.34507	6.39	0.533
320.26831	23.85597	5.58	1.057
320.26799	-4.56013	5.87	0.912
320.27010	7.35450	5.81	1.663
320.31917	-49.93825	6.40	1.327
320.34141	32.61273	6.05	0.062
320.50174	49.38885	5.68	1.100
320.52166	19.80451	4.08	1.108
320.56165	-16.83454	4.28	0.888
320.67524	30.30988	6.07	1.079
320.72339	6.81114	5.16	0.064
320.73440	-9.31933	5.99	1.516
320.75206	-22.66905	5.63	1.641
320.95162	37.35148	6.46	1.472
320.98290	-25.20248	6.47	1.123
320.99511	24.27414	5.70	0.314
321.03104	25.31242	6.20	0.026
321.03302	-22.74710	6.38	1.026
321.03997	-20.85187	5.38	1.176
321.04789	-12.87811	5.48	0.297
321.06979	-69.73388	6.28	2.607
321.08685	-46.61471	6.30	0.235
321.09639	24.52839	6.35	1.057
321.10235	10.17425	6.33	0.474
321.10341	-41.00670	5.76	-0.036
321.14169	26.17456	5.67	0.323
321.20647	80.52483	5.97	0.950
321.21531	-3.39836	6.38	0.334
321.30428	-9.74855	5.71	0.208
321.32066	-3.55675	5.48	1.451
321.32519	-71.79906	6.09	1.265
321.33145	46.71434	5.59	0.335
321.44594	36.66739	5.93	0.033
321.46493	0.53434	6.45	0.162
321.56433	-54.66046	6.10	0.366
321.59531	-37.82943	5.64	1.185
321.61086	-65.36620	4.21	0.494
321.61109	19.37564	6.08	0.235
321.61689	1.10336	6.12	0.481
321.66678	-22.41133	3.77	1.002
321.68737	52.89854	6.01	-0.109
321.71509	48.83517	5.29	0.108
321.75676	-42.54793	5.50	0.392
321.81175	-21.19621	5.78	1.440
321.83903	37.11680	5.30	-0.140
321.85532	59.75007	6.11	1.720
321.91691	27.60859	5.39	0.049
321.94226	66.80910	5.42	-0.099
322.03438	32.22533	5.75	0.333
322.10349	8.19565	6.39	1.640
322.16499	70.56072	3.23	-0.201
322.18083	-21.80718	4.50	0.889
322.18719	-69.50539	5.47	1.553
322.21974	55.41870	6.14	0.100
322.24908	22.17944	5.84	1.370
322.24965	17.90591	6.42	1.393
322.25061	-53.70591	6.39	1.140
322.36229	46.54058	5.22	0.965
322.39374	6.58138	6.41	1.179
322.48706	23.63884	4.52	1.618
322.58471	52.95800	6.02	0.080
322.74705	60.45943	5.53	0.102
322.79012	12.13747	6.10	-0.047
322.86443	52.61986	6.17	0.900
322.88973	-5.57117	2.90	0.828
322.95897	23.84518	6.43	1.064
323.01277	-84.81007	6.42	1.405
323.02448	-41.17931	5.29	1.109
323.06071	-33.94462	5.97	0.051
323.13859	-24.59042	6.43	0.200
323.23580	49.97763	5.77	-0.042
323.32338	-52.73777	6.43	1.481
323.32452	45.85401	6.27	1.805
323.33810	-80.03936	6.47	0.044
323.34799	-44.84870	5.57	1.044
323.47740	-82.68308	6.35	0.089
323.49522	45.59184	3.98	0.885
323.57148	-42.92468	6.32	1.093
323.61443	51.69847	6.17	-0.015
323.64156	22.75452	6.45	0.513
323.67820	1.82916	6.41	1.398
323.69130	18.32893	6.47	1.254
323.69402	38.53405	4.87	1.085
323.71271	-20.08427	5.70	0.423
323.72084	-29.69612	6.42	-0.097
323.81649	-23.45431	6.39	1.098
323.82342	-3.98330	5.79	1.110
323.82965	28.19761	6.25	0.357
323.85807	68.21929	6.47	-0.083
323.86265	24.45216	6.22	0.141
324.01040	45.37459	5.96	1.341
324.04573	-26.17152	5.73	0.234
324.05826	30.05542	6.36	1.240
324.20334	-33.04790	6.10	0.226
324.23740	40.41352	5.04	0.198
324.27013	-19.46601	4.51	-0.180
324.36614	44.69655	6.19	0.218
324.39067	-0.39056	6.22	0.056
324.41170	54.04219	6.16	0.991
324.43186	6.61839	6.19	0.046
324.43796	-7.85420	4.68	0.175
324.43929	19.31861	5.46	0.321
324.48010	62.08194	4.76	0.246
324.51187	-64.82417	6.22	0.021
324.63308	5.77174	5.66	0.265
324.68818	25.49883	6.18	1.026
324.73491	-79.44258	6.17	0.460
324.74008	57.48904	5.74	0.200
324.75495	20.26545	5.77	0.314
324.77548	-33.67886	6.28	0.949
324.86712	-10.57690	6.07	1.034
324.88861	2.24356	5.10	1.034
324.99882	-52.35901	6.20	0.584
325.02273	-16.66231	3.69	0.320
325.04629	43.27384	5.09	1.601
325.14046	-55.73798	6.33	1.060
325.18045	54.87215	6.16	1.116
325.36936	-77.39005	3.73	1.008
325.38691	-14.04761	5.16	0.672
325.39273	40.80522	6.07	0.068
325.48039	71.31142	4.55	1.108
325.50290	-23.26286	5.24	0.991
325.50452	35.51020	5.98	2.500
325.52360	51.18962	4.69	-0.119
325.53481	45.76570	6.11	1.415
325.54213	1.28525	5.66	1.446
325.56438	5.68014	5.30	1.653
325.59566	41.07702	5.73	0.055
325.63732	10.82431	6.06	-0.115
325.66171	49.60026	6.10	0.993
325.66461	-18.86632	4.72	0.868
325.68903	59.27084	6.10	1.349
325.76684	72.32008	5.18	1.063
325.76833	-14.39971	5.88	0.255
325.77696	41.15497	5.51	1.615
325.80639	-19.62096	6.23	0.269
325.85689	38.28359	5.69	-0.010
325.87692	58.78005	4.23	2.242
325.91570	7.52866	6.47	1.114
325.99211	22.81529	6.43	1.295
325.99596	-57.32525	6.49	0.484
326.00402	-14.74937	5.96	0.219
326.03574	28.74263	4.49	0.512
326.04649	9.87501	2.38	1.520
326.12280	-38.55253	6.28	1.129
326.12790	17.35002	4.34	1.161
326.13054	14.77194	5.96	0.587
326.16139	25.64504	4.14	0.425
326.22200	62.46057	5.94	0.312
326.23671	-33.02578	4.35	-0.053
326.25106	-9.08243	5.10	1.108
326.30166	52.26758	6.40	1.901
326.32806	-49.49876	6.46	1.148
326.36219	61.12081	4.25	0.474
326.37012	-71.00885	6.02	-0.099
326.43547	35.85731	6.44	0.997
326.51818	22.94888	5.29	1.381
326.56779	-9.27594	6.00	1.629
326.59979	25.56350	6.28	1.212
326.63374	-11.36595	5.57	-0.002
326.69837	49.30957	4.23	-0.120
326.75354	70.15088	6.45	-0.007
326.76019	-16.12729	2.85	0.180
326.76983	17.19404	6.18	0.350
326.80818	2.68612	5.63	0.012
326.85540	60.69269	5.53	1.575
326.90933	-5.91680	6.17	0.230
326.93396	-30.89830	5.02	0.042
327.03498	36.58039	6.25	1.545
327.06563	-47.30361	5.57	0.601
327.12233	38.64857	6.10	-0.072
327.28372	66.79203	6.49	0.391
327.32921	61.27276	6.18	1.685
327.36195	20.46245	6.27	-0.097
327.41706	41.14879	6.48	0.381
327.42091	-12.72286	6.31	0.223
327.46123	30.17421	5.07	0.010
327.50052	-64.71254	5.62	1.018
327.53625	17.28585	5.34	0.394
327.55409	-16.84491	6.38	1.420
327.69660	-69.62942	5.52	1.378
327.72734	-82.71890	5.27	0.756
327.77075	39.53666	6.20	-0.068
327.89270	19.82668	5.78	-0.100
327.90519	65.75271	6.37	0.281
327.92395	-18.62294	6.19	0.374
328.00434	55.79674	5.70	-0.081
328.07576	21.27316	6.27	1.601
328.12465	28.79354	5.52	0.426
328.26570	25.92514	5.09	-0.155
328.32405	-13.55177	5.08	0.378
328.40575	19.66844	5.69	0.011
328.48219	-37.36485	3.00	-0.084
328.49069	6.86480	6.14	0.786
328.54322	-4.27618	5.71	1.185
328.57257	19.71812	6.36	0.938
328.61063	80.30856	6.43	1.453
328.64964	-3.30127	6.24	0.466
328.72148	56.61123	5.74	0.655
328.79747	-61.88661	5.92	0.393
328.83581	61.54181	6.17	1.599
328.87916	65.32081	5.84	-0.037
328.98183	-30.60592	6.41	0.927
329.05856	-57.89959	6.17	0.215
329.09487	-37.25365	5.45	0.084
329.09994	21.23986	6.39	1.698
329.16310	63.62556	5.11	1.547
329.23488	12.07649	5.54	0.054
329.25895	-37.74684	6.18	0.321
329.29625	66.15615	6.41	-0.056
329.46274	74.99671	6.32	1.560
329.47948	-54.99258	4.40	0.297
329.55545	-5.42492	6.33	0.378
329.62533	-59.01214	6.13	0.469
329.68247	-21.18294	6.06	1.621
329.72301	62.69799	5.96	1.640
329.72911	-4.37311	6.24	0.971
329.81236	73.17990	5.04	0.439
329.82463	-38.39510	5.50	0.996
330.03303	6.71744	6.00	-0.112
330.10103	-55.88349	6.02	-0.061
330.11125	33.00593	6.46	0.463
330.20927	-28.45374	5.43	-0.095
330.27090	0.60472	5.60	1.279
330.27229	13.11982	5.61	0.336
330.28848	8.25716	5.65	1.440
330.46078	52.88225	5.79	-0.106
330.46923	-77.66254	6.39	0.231
330.50573	10.97381	6.36	-0.104
330.51905	58.00037	5.55	0.017
330.54939	-17.90347	6.28	1.002
330.60937	-16.96484	6.39	0.447
330.73608	44.64986	5.57	-0.029
330.76587	-76.11843	5.94	0.399
330.81858	-6.52241	5.55	0.959
330.84024	-56.78598	4.69	1.056
330.82852	-2.15536	4.74	-0.100
330.82930	11.38655	5.83	-0.050
330.94772	64.62797	4.26	0.379
330.97074	63.11992	5.26	1.557
331.09932	-29.91653	6.45	1.603
331.14382	32.94174	6.36	1.121
331.15320	-26.82236	5.97	-0.167
331.19759	-0.90634	5.29	0.231
331.25207	62.78567	5.27	1.413
331.26443	14.81592	6.38	1.523
331.28662	62.27981	5.07	0.240
331.29723	26.67369	5.75	1.249
331.31875	46.74484	6.16	1.611
331.39448	28.96398	5.69	-0.048
331.41980	5.05853	4.86	1.443
331.44598	-0.31985	2.95	0.969
331.46257	-59.63607	5.62	1.468
331.46341	48.23149	6.26	-0.088
331.50813	45.01435	5.09	1.568
331.52869	-39.54335	4.47	1.349
331.55111	45.24869	6.19	0.078
331.55653	56.34340	6.38	-0.091
331.60929	-13.86968	4.29	-0.075
331.75278	25.34511	3.77	0.435
331.79014	58.84072	6.34	0.877
331.85661	53.30744	6.17	0.389
331.86914	19.47553	5.74	0.331
331.87486	18.00071	6.31	1.605
331.95960	21.70293	5.79	-0.077
332.05827	-46.96098	1.73	-0.070
332.06786	49.79699	6.41	1.579
332.07183	25.54352	6.08	0.311
332.09587	-32.98847	4.50	0.054
332.10805	-34.04384	4.99	1.499
332.17008	45.74225	6.11	0.763
332.17768	-33.12569	6.37	0.205
332.24579	-18.51959	5.80	-0.154
332.30681	33.17234	5.58	0.985
332.37067	-23.65911	6.36	0.921
332.45180	72.34121	4.79	0.919
332.48209	-34.01497	5.37	0.241
332.49117	-48.10766	6.43	1.380
332.49685	33.17822	4.28	0.471
332.50064	-28.29243	6.44	0.147
332.53658	-32.54841	4.94	0.489
332.54994	6.19786	3.52	0.086
332.56375	72.11127	6.36	-0.053
332.57926	19.61634	6.18	0.688
332.58795	-3.89409	6.28	-0.006
332.59182	14.62986	6.36	1.080
332.62576	20.97798	6.45	0.099
332.64061	-4.26686	5.98	0.981
